id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,target
69,13.7,0.698,0.4,10.48,6.87,12.872,2.52,1.2378,7.447,2.142,3.98,6.7,4.56,4.0,34.3,2.6493,1.828,878.768,1.0,1.3895,2.5,4.268,0.355,12.01,6.76,26.0,0.073,3641.4,5.63,5.0,19.1857,4.68,5.7256,13.1,9.7465,0.7743,7.0,3680.151,0.8,4.391,1.4,0.4173,9.7,0.216,2.31,8.9,0.3,19476.3973,23.873,54.00,0.145,67.6382,1.05,61.9,1.99,0.5108,7.3882,2.38,13.52,2.57,21.638,0.412,5.785,13.6252,3.695,16.91,35.86,0.2791,1.1798,0,1.1,0.13,5.9,2.7,7.9,12.02,29.4,-0.6201,0.136,0.868,0.109,3.186,8.3255,3.6926,0.49,12.772,0.2,1.64,0.9741,3.904,391.0,6.276,14.3088,6.9519,5.69,0.7812,6.0115,4.926,0.7,5.2138,8.34,455.974,1.199,2.866,396.90,2.34,0.15,68.9527,-1.6759,0.07,-9.7317,0.00,58.664,0.8,8.8972,0.17331,507614.394,29387755.03,0.854,0.5850,5222.9,2.2528,1.26,0.62,2.6788,17.1002,28.8,-1.5648,0.557,0.098,1.02,5.7070,5.7,5.5,7.8,4.2396,6,9.7792,1.0,4.64,359.0,5751.4485,0.7,1.1,16.47,19.20,0.074,3.155,3.45,0.8441,0.3,0.928,6.114,0.188,1014.05,0.08,0.9,2.7347,2.36,2.3817,0.179,0.394,6.9027,1.9,0.15,6.1,0.3624,5.28,0.2554,5.02,3.4438,2.8477,228.143,5.2026,9.690,1.97,0.8633,394.517,5.826,0.526,0.5,6.13,0.01,2.97,0.125,5.0777,3.08,4.71,26.456,8.7745,2.8052,4.948,6.8,2.84,0.3,-13.1038,7.28,0.11,0.24,468635.7998,21.80
70,15.11,0.788,0.1,1.67,-0.51,8.093,2.45,1.0849,4.396,4.2572,2.08,4.8,5.82,6.2,15.8,5.5237,1.021,9.524,2.0,1.0823,2.6,2.737,0.1572,10.11,-9.06,23.1,0.007,54272.5,4.68,7.2,36.4911,3.46,3.7274,-12.0,11.2143,0.0576,26967758.9,134211.145,0.8,5.31,2.1,4543064.2863,3.8,0.057,2.42,9.6,0.04,2394124273.5,17.005,47.20,0.802,95.9849,5.17,51.1,15.5,0.9395,6.9053,155.62,1.95,2.6,44.811,0.245,5.942,-3.2536,1.191,1.672,24.36,0.469,5.6383,0,2.9,1.83,4.1,5.6,12.4,1.14,20.3,6.2099,0.018,0.601,0.329,4.154,6.5138,6.2336,0.38,8.117,1.0,1.48,0.7284,1.381,296.0,4.397,5.3436,5.5004,8.56,1.4566,6.8802,1.999,0.7,0.4219,5.55,27287353616.7,1.4938,2.2323,393.23,2.26,0.08,70.3788,3.2496,0.06,-13.3608,0.00,4.304,66803.4,7.8831,0.07022,736705.136,1494.37,5.99,0.5100,0.9,4.1945,1.65,0.67,12.5947,1.3123,39.6,26.6735,0.794,0.047,4.17,6.0200,6.4,5.5,6.0,4.8194,5,9.4589,1.7,7.06,8.6,12615300.1377,0.8,2.2,10.96,16.60,0.098,4.2982,15.1,0.7422,0.1,0.66,1.9,0.653,1435.3246,0.09,0.19,804.1938,1.5,3.5549,0.08,0.153,6.3,1.5,0.52,2.4,0.1701,6.42,0.4959,7.78,2.9093,0.11,21.987,3.8405,4.050,108.78,0.0505,66.967,5.807,0.886,0.1,1.21,0.38,4.88,0.68,4.4545,2.33,5.65,16.239,5.1613,5.3032,5.793,9.3,2.66,0.3,-13.2693,6.32,0.64,0.28,357.8557,23.20
71,24.75,0.989,0.2,1.29,-1.9,10.126,6.69,0.7682,-5.193,3.6498,2.67,4.7,8.05,4.7,11.8,6.7289,1.191,4254075.011,1.6,1.9825,-2.1,3.261,0.1292,24.16,0.59,38.6,0.828,75.4,5.05,6.6,24.1528,3.87,3.1078,23.1,6.333,0.0207,1.3,6854.961,0.3,2.311,2.9,1.2153,8.4,0.065,1.77,0.5,0.52,142140.0993,21.448,93.60,0.101,140.5451,1.49,113.6,18.98,0.5406,7.3674,0.0,6.69,2.73,12.938,0.923,5.68,10.2578,1.054,26.062,40.4,0.7633,1.6434,0,1.7,0.0,6.8,1.11,6.5,1.9,11.6,-0.2706,0.209,0.674,0.17,6.106,3.882,5.2847,1.32,1.565,0.6,1.5,0.1124,5.329,437.0,2.667,9.7866,4.3554,5.48,0.1782,5.9564,3.049,0.5,5.0263,7.9,235354.97,1.8793,4.086,388.08,1.07,0.01,41.3816,12.6711,0.0,10.2764,0.00,3.011,121041.3,3.7635,0.29090,1608.518,4244.78,5.94,0.6240,1228.2,5.9193,1.18,0.75,5.9253,9.7189,76.0,14.5516,0.635,0.08,1.75,6.1740,90.7,5.1,6.5,4.9025,4,7.7608,1.4,7.77,2507195.5,1978.6366,0.2,9.6,19.85,21.20,0.448,3.7562,0.81,0.1348,0.1,0.93,3.673,0.593,7122.3789,0.15,0.01,1.2832,3.05,1.6119,0.458,30.853,8.3881,7.7,0.46,6.1,0.0011,6.97,0.8843,5.2,3.4012,5.1013,123.906,3.5051,21.890,2.79,0.6441,1133.542,4.872,0.286,1.9,0.91,0.67,4.4,0.303,4.4246,2.58,6.57,24.227,7.7012,5.4791,8.74,9.1,1.93,0.2,-0.5547,4.97,0.39,0.56,2193079.2498,14.00
72,26.31,0.75,0.3,3.97,4.93,2.7,2.63,0.0691,5.492,2.5568,3.13,6.6,7.09,2.7,72.0,5.8055,88.591,13938.252,1.4,1.2107,-0.1,4.309,0.1721,14.43,-1.91,22.7,0.138,2321.0,6.73,7.4,17.2131,8.1,-0.2673,13.8,9.7036,0.0533,3455.7,5387924423.73,0.7,4.659,1.2,1799.4745,11.9,0.034,2.22,6.1,0.07,0.0022,27.66,94.60,0.664,35.7938,2.98,65.1,17.6,0.7653,9.1111,17514870.08,8.23,1.79,26.47,0.033,0.588,2.5245,9.053,2.728,41.07,0.6549,3.0413,0,26.2,0.19,6.8,2.73,10.6,1.54,41.8,1.4017,0.277,0.785,0.271,4.313,7.7053,4.8521,0.98,1.112,1.0,1.12,0.1545,6.013,403.0,3.501,-2.5962,4.7483,5.31,3.2247,3.1116,1.837,0.6,3.039,3.24,82.995,1.0074,1.7825,292.29,1.25,0.08,42.4063,9.359,0.02,4.9788,0.00,1.288,0.0,6.8937,1.20742,164.808,142516.69,0.312,0.6050,39404.2,-0.2936,1.83,0.67,6.6855,10.6457,17.2,0.9164,0.551,0.135,1.83,5.8750,1.3,2.4,6.9,3.9191,5,8.6815,3.9,4.7,9360.4,0.2212,1.0,29.2,7.15,14.70,0.05,4.7518,5.86,0.9692,0.2,0.73,5.511,0.758,325885.0576,0.01,0.48,2.7704,12.84,2.4259,0.218,46350.573,5.7544,19.2,0.15,5.4,0.1556,6.6,0.3647,5.8,3.3581,8.4381,3.849,6.6394,19.580,24.65,0.598,2675.79,4.212,0.059,0.2,6.24,0.33,5.74,0.25,4.9951,2.11,7.89,35.026,8.6344,4.2385,3.787,0.9,2.5,0.5,5.0692,5.99,0.93,1.0,74565.2328,17.40
73,18.06,0.782,0.0,106.64,-4.11,11.674,7.59,0.3562,9.489,2.2629,5.57,5.5,5.9,5.9,25.0,4.2471,4.053,0.0,1.0,1.0995,8.6,4.612,0.0311,21.32,5.06,20.3,0.121,118.0,4.29,7.4,140.5983,4.07,0.9806,-3.2,9.2969,0.1151,3885831.0,12621.675,0.3,4.264,1.2,0.0,6.5,0.029,3.02,9.6,0.28,0.0122,24.157,94.50,0.695,99.6767,2.89,54.4,8.48,0.3166,8.3197,20.37,1.97,2.42,19.007,0.651,5.651,-2.8065,7.806,1.023,35.98,0.3401,2.7107,0,6.4,0.01,3.4,1.02,5.8,4.65,36.7,1.9541,0.144,0.322,0.157,1.68,2.5585,5.4341,0.41,1.721,0.2,1.4,0.5569,1.072,666.0,5.319,5.7288,5.7774,5.03,3.3394,3.8101,4.254,0.6,5.1934,3.28,25479.893,1.5019,1.3879,331.29,2.3,0.45,63.0985,4.0562,0.07,-5.8981,0.00,1.38,0.0,6.3657,4.42228,1.134,9783.28,4.966,0.5840,74.9,0.9793,2.12,0.59,9.25,3.5425,10.0,2.5166,0.534,0.098,4.52,6.0030,30.3,2.2,9.3,4.727,24,8.1886,1.9,7.21,2.32342653568e+12,28.0452,0.6,10.2,12.53,20.20,0.488,3.9799,-5.29,0.3927,0.1,0.904,3.058,0.143,663.7543,0.11,0.09,1.9389,1.31,2.5403,0.05,1088.743,6.403,2.6,0.25,6.9,0.4486,6.37,0.7332,5.68,2.0242,4.4329,160.217,5.9302,18.100,1.34,0.4557,152.58,5.676,0.787,0.3,0.72,0.05,5.52,0.383,4.9236,2.43,6.78,32.096,7.7195,5.6099,3.598,4.6,2.5,0.4,3.1605,5.62,0.0,0.78,620640.299,19.10
74,18.28,0.254,0.0,54.78,1.45,18.884,3.84,1.4863,11.207,4.4884,4.14,7.5,5.35,6.9,20.5,2.6608,1.766,139288.089,2.7,1.8415,2.7,3.139,0.1732,15.69,2.35,12.3,0.385,1723.1,3.4,4.7,226.3444,11.32,11.7662,29.0,9.1886,0.1681,58464.8,26979.165,0.6,1.283,2.6,0.0,5.1,0.006,3.04,8.6,0.15,329.5269,43.781,59.70,0.07,83.2173,31.88,93.5,15.63,0.941,6.3336,629.62,10.78,1.55,17.341,0.482,0.351,-0.5625,1.14,15.673,46.15,0.8027,1.3577,0,1.3,0.23,3.3,3.89,6.7,5.69,36.3,-0.4263,0.118,0.689,0.364,3.086,3.0467,3.3269,0.24,1.467,0.9,1.83,0.1894,1.573,666.0,6.061,-10.3449,6.6243,5.27,3.7417,4.8238,5.196,0.9,1.0452,-5.48,23.645,1.1273,3.2829,24.65,2.47,0.27,26.6773,6.9741,0.2,24.5138,0.00,2.279,60515912106.7,8.4718,12.24720,5.591,10565.65,6.263,0.5840,14.2,1.9038,1.49,0.41,10.1319,-2.833,60.2,15.8104,0.616,0.382,2.76,5.8370,216.6,1.0,8.5,4.1797,24,7.4116,5.6,7.02,85.8,0.2154,0.5,1.2,15.31,20.20,0.831,5.7465,-2.83,0.5445,0.3,0.887,5.88,0.223,15811923.5785,0.15,1.11,2.0648,1.02,1.9976,0.034,3.515,6.2245,1.4,0.69,4.3,0.0899,6.69,0.7958,5.84,3.394,10.1045,38350.725,3.9516,18.100,2.29,0.6428,574.57,5.141,0.501,0.0,0.6,0.42,1.91,0.356,4.5164,3.48,7.62,19.501,1.8144,3.3026,4.538,3.2,2.66,0.2,-1.2422,4.87,0.72,0.98,27.7448,10.20
75,34.9,0.047,0.5,2.57,-2.12,-6.203,4.67,0.5186,22.402,2.9703,4.97,6.0,3.89,4.8,34.0,7.0326,14.694,20147.007,1.1,1.7642,-0.9,2.768,0.2522,5.25,-7.15,19.2,0.322,2941.4,3.57,7.3,1555.0106,4.8,-0.6569,14.6,3.7459,0.78,1708.3,1.139,0.5,4.839,111.1,19554672318.6,1.7,0.163,2.48,9.7,0.09,0.0164,64.057,76.90,0.451,87.74,1.79,48.0,16.21,0.5598,8.2005,0.0,4.33,3.14,26.26,0.169,5.37,1.0323,1.418,18.496,26.06,0.9011,1.4292,0,45.7,0.22,5.1,6.94,18.1,6.83,26.4,5.9767,0.983,0.591,0.366,1.201,2.6523,4.2526,2.83,1.253,0.6,2.13,0.4824,1.806,307.0,2.712,24.113,2.9703,7.31,2.3406,3.5316,4.218,0.6,4.0826,3.43,0.478,3.7606,2.7629,376.14,1.81,0.15,60.9581,8.0281,0.23,11.994,0.00,649.934,428.5,7.2546,0.46296,0.137,121.92,0.78,0.5040,7238.4,5.9141,1.76,0.73,13.7066,10.7083,95.4,-3.5444,0.846,0.058,4.04,7.4120,1.5,7.0,5.7,3.9022,8,4.5045,4.1,3.64,8412.8,46.5684,0.4,1.9,9.92,17.40,0.029,6.1403,0.29,0.3933,0.1,0.933,2.949,0.925,342161099.919,0.14,1.5,1.4642,6.01,3.6715,0.324,541.231,7.6979,555.7,0.02,6.5,0.1555,3.7,0.4571,7.22,2.2067,14.035,0.169,4.7491,6.200,1.29,0.2555,121.355,5.495,0.765,0.8,0.06,0.75,5.97,0.135,4.522,2.9,7.05,23.006,5.0577,3.6064,2.988,12.1,1.99,0.4,7.1487,6.97,0.92,0.67,12.9372,31.70
76,27.34,0.82,0.0,1.28,10.55,25.675,4.33,0.1477,2.925,3.049,3.14,6.1,7.57,6.3,33.7,6.7848,7.844,23.273,2.9,1.2807,5.1,5.957,0.2743,23.98,3.5,21.4,0.576,1699.5,2.84,5.7,82.3782,13.21,12.3914,-12.0,9.5178,0.0314,378186.3,626738.032,0.9,1.569,1.9,0.0024,7.3,0.077,2.9,6.3,0.22,1533586.7887,38.469,88.60,0.776,111.5027,1.48,54.5,6.76,0.6548,6.7964,6655.42,30.93,2.83,7.45,0.455,0.886,7.3251,3.941,2.692,34.15,0.9671,5.2808,1,3.6,0.16,7.1,2.39,12.1,1.71,21.2,2.6241,0.033,0.373,0.184,635.934,7.0505,5.7541,0.04,1.351,0.9,1.33,0.1528,0.746,277.0,4.137,2.1565,6.6333,6.44,1.9723,4.877,2.773,0.7,1.042,3.2,557.874,1.0448,2.9891,395.24,-0.97,0.24,13.2595,-10.9384,0.11,5.2155,0.00,2.711,0.0,8.3747,0.37578,2256.113,335.27,6.126,0.4890,35.2,2.7667,1.57,0.71,9.1253,1.5085,24.3,17.7867,0.567,0.182,1.56,5.4040,1.1,-1.2,8.7,4.8665,4,7.823,3.6,7.33,295980.6,253748.5433,1.0,1.5,13.78,18.60,0.146,4.3985,0.68,0.5927,0.0,0.849,2.975,0.776,1204382.1775,0.11,0.04,1.9028,5.0,3.6650,0.394,0.009,3.639,1.0,0.09,5.5,0.0517,4.73,0.3231,6.09,2.4699,10.4157,125.109,4.3496,10.590,2.55,0.5638,471.832,6.018,0.675,0.2,0.62,0.19,6.98,0.345,4.6214,2.57,7.47,22.768,1.2918,4.0121,8.897,12.5,2.35,0.2,11.6224,5.28,0.4,0.45,6628.6421,19.30
77,35.71,0.112,0.2,3.4,-1.78,26.621,2.42,1.9203,8.014,0.0917,2.4,7.2,5.72,6.5,26.7,5.0556,3.986,21.123,1.5,2.4074,-5.0,3.785,0.2941,24.10,0.88,26.3,0.387,968.3,4.8,6.7,4.7421,-0.72,-1.7563,-16.9,8.3046,0.5251,3320803962.0,492949.457,0.5,5.177,7.8,83.2976,3.4,0.046,2.94,6.7,0.22,578638.434,35.246,97.40,0.611,76.9655,10.68,18.1,30.62,0.748,8.0451,0.0,14.29,2.53,14.865,0.153,4.725,7.0741,1.447,1.233,27.91,0.5063,0.858,0,4.5,0.19,6.8,1.4,9.6,1.07,12.9,5.3646,0.086,0.97,0.157,4.538,2.6675,4.1075,0.09,10.99,0.4,1.42,0.2976,5.965,666.0,3.058,18.3675,5.4992,6.58,2.6113,6.1429,4.2,0.5,2.2811,6.43,1585214.169,15.9997,2.9286,302.76,0.78,0.02,34.116,10.0685,0.06,4.9303,0.00,73.92,7.4,7.1247,6.39312,422.539,9481.24,5.441,0.5840,3753.5,6.7625,1.56,0.69,9.4918,2.1899,29.8,8.7664,0.465,0.327,2.42,6.1620,143.3,3.5,5.4,3.373,24,7.4413,5.1,7.61,1191798284.8,51397.0588,0.3,41.4,10.22,20.20,0.406,6.6024,10.08,0.2598,0.1,0.841,2.863,0.056,207666.5849,0.04,1.36,4.6505,6.31,2.2060,0.307,7829.728,7.0363,1.1,0.01,4.2,0.1251,6.7,0.9802,5.14,3.4324,2.1714,6145690.824,3.5159,18.100,1.38,0.1827,1428.654,5.86,0.712,0.7,2.72,0.0,3.2,0.034,4.5449,2.12,5.95,37.966,2.7697,2.9064,4.224,11.5,2.9,0.4,9.2605,5.51,0.2,0.47,27850.7536,13.30
78,26.35,0.152,1.3,1.04,4.07,0.556,1.19,0.3223,-5.385,2.7824,4.03,5.6,3.72,6.5,64.5,3.4785,7.79,143735.704,3.4,1.4512,-4.3,4.316,0.2559,7.51,1.14,29.0,0.261,2088.0,2.9,8.7,165.5518,7.07,3.8279,1.5,6.7129,0.1753,0.6,44730638262.7,0.8,3.453,3.0,139517.7844,4.6,0.078,3.06,4.0,0.28,1924.4555,28.583,46.70,0.853,55.0449,1.74,70.0,0.43,0.9392,7.7851,1523.16,14.57,2.78,8.983,0.153,1.373,-0.9879,5.444,3.409,45.1,0.8757,3.3986,0,1.7,0.2,3.2,1.66,3.1,23.71,21.9,1.9279,0.195,0.481,0.551,12.435,6.0339,3.7013,0.55,1.116,0.8,0.8,0.0365,1.538,281.0,5.777,11.6465,6.8077,6.74,1.8592,6.0933,4.732,0.4,1.3197,5.08,0.664,1.2239,2.4973,390.64,0.37,0.16,32.4699,-1.398,0.14,-11.0041,25.00,1.303,1243.1,8.3719,0.03551,0.322,105.88,5.409,0.4260,40.0,3.2883,1.22,0.47,10.1325,7.8129,10.2,5.1267,0.482,0.384,8.32,6.1670,10.3,3.6,6.5,4.9911,4,10.2395,3.1,5.43,139319.4,17.9609,0.7,1.2,8.45,19.00,0.198,5.5404,-3.79,0.7826,0.3,0.832,2.737,0.179,60080.45,0.11,1.82,87.0875,1.13,5.4007,0.065,111.683,4.9789,4.3,0.11,2.9,0.6442,5.7,0.9472,7.58,2.8841,8.1511,0.812,5.2529,4.860,2.78,0.9988,961.333,6.873,0.719,0.0,5.83,0.98,2.46,0.116,4.3258,3.02,7.16,25.376,5.2208,6.0965,6.472,6.2,2.16,0.3,5.5449,5.86,0.93,0.18,1273.66,22.90
79,39.9,0.209,0.2,2.54,-4.1,7.424,2.29,0.5001,-6.507,6.6611,2.63,6.3,6.68,5.9,14.6,6.6939,15.009,38071870341.0,14.6,1.4263,7.0,5.598,0.424,9.64,-5.2,19.9,0.666,3158.7,3.75,8.8,1286.6343,-5.37,5.3596,3.6,9.7964,0.2703,13503.3,1035272.515,0.3,3.724,1.5,82.7769,2.8,0.06,3.07,5.5,0.41,108959.2235,43.933,68.70,0.769,142.4953,1.29,75.1,241.62,0.5502,9.9758,19599.62,15.87,3.07,32.884,0.668,0.804,-10.3679,1.988,43.497,33.59,0.7106,5.3601,0,1.1,0.07,4.2,2.76,10.4,1.36,25.4,-0.5625,0.123,0.787,0.412,2.24,2.2772,5.0496,0.03,385.155,0.1,1.33,0.3239,0.906,296.0,4.828,2.0047,4.8322,5.83,2.1545,3.9089,3.044,0.5,0.5919,5.15,16092591.93,1.3156,1.4362,393.23,5.18,0.08,67.245,-12.136,0.19,-9.9764,0.00,114.441,656.7,7.0787,0.08447,6668.147,104924.63,5.982,0.5100,7369.3,-0.9862,1.62,0.68,7.2547,10.0283,59.8,14.2975,0.669,0.175,60.05,5.8590,24.2,10.4,6.8,4.4564,5,8.9194,1.0,5.94,341528.1,154.7063,0.4,2.9,21.65,16.60,0.096,4.6975,18.11,0.5564,0.3,0.602,3.54,0.146,1.811,0.05,0.03,1.1077,1.42,2.7019,0.022,2.279,5.3071,28.3,0.63,4.9,0.2303,5.7,0.2626,5.43,2.9778,14.3383,1273279.151,6.2328,4.050,2.44,0.1184,1464.597,7.055,0.313,0.3,0.65,0.82,3.76,0.385,4.294,2.68,5.61,31.688,1.2139,4.9147,4.457,7.2,1.81,0.5,-2.3187,6.43,0.42,0.03,1078592.2386,22.60
80,21.59,0.39,0.1,1.45,-7.77,8.201,1181.7,0.3244,9.295,4.1408,4.09,6.0,5.19,2.0,19.8,4.7547,2.162,3297667.956,2.4,1.1577,14.0,2.996,0.3211,22.11,11.21,13.6,0.264,81986.6,5.89,7.2,123.4592,5.27,0.9316,18.2,7.2729,0.3017,1981649.3,40922424.872,0.8,2.134,4.6,0.0345,3.4,0.01,2.33,5.2,0.1,241442853.67,10.201,92.40,0.878,81.3077,1.31,99.6,24.57,0.3186,10.7635,161.57,-6.42,2.62,54.096,0.687,5.104,6.3451,1.962,6.544,40.7,0.3923,1.466,0,14.5,0.02,2.6,1.23,8.4,10.4,9.6,2.5371,0.646,0.807,0.458,1.7,2.4142,4.2405,0.74,1.178,0.0,1.48,0.0569,5.749,666.0,6.53,8.172,5.2331,9.2,4.1315,5.9008,3.968,0.3,1.6009,4.92,3937.905,3.8624,3.7439,391.45,1.47,0.09,45.1342,2.5663,0.16,2.0788,0.00,10.484,0.1,7.6891,22.05110,2.103,7.26,4.538,0.7400,0.5,4.5794,2.31,0.8,11.2589,-0.0673,31.0,14.2087,0.749,0.016,1.46,5.8180,2.6,4.7,5.5,3.7088,24,9.0108,1.2,4.99,18.3,43353.3793,0.6,3.8,13.68,20.20,0.682,5.7541,12.73,0.7453,0.1,0.943,2.569,0.405,242102.8289,0.04,0.74,1.3264,2.08,1.8662,0.227,1681.17,6.9884,4.4,0.09,3.4,0.0998,5.0,0.0723,5.67,2.7916,11.3158,518.324,4.3722,18.100,2.08,0.8505,127.662,4.337,0.273,0.1,0.72,0.93,4.21,0.914,5.4308,2.31,6.93,25.804,16.0708,7.0051,6.858,8.6,2.01,0.2,8.8904,6.28,0.02,0.77,6556.5184,10.50
81,28.7,0.079,0.3,1.26,-3.61,2.617,2.45,0.0683,6.65,6.8532,5.24,5.3,6.42,6.5,35.1,5.1218,18.1,952.084,1.9,1.19,-2.1,5.632,0.1869,14.98,-2.76,24.4,0.056,15487.9,2.85,6.8,30.277,7.66,-1.6324,10.2,8.3847,0.0917,70.3,67893.918,0.4,3.441,1.2,72.9388,3.6,0.055,3.18,6.7,0.2,0.43,38.503,79.80,0.564,67.0599,1.45,113.2,80.15,0.6423,6.8836,20822155.75,9.76,2.07,23.134,0.556,5.498,8.768,18.786,5.622,20.27,0.0996,2.6455,0,3.0,0.52,4.0,13.28,8.2,3.14,43.0,-0.263,0.149,0.728,0.332,2.106,2.6527,6.2348,1.24,9.392,0.0,1.61,0.649,1.285,666.0,3.553,5.1208,7.1179,5.75,1.4751,6.1896,4.758,0.5,1.8021,7.06,684872.583,2.0045,3.6426,392.68,2.5,0.17,14.5358,-3.2274,0.93,5.2525,0.00,6.608,2791961.7,6.8694,5.69175,0.088,250.33,1.881,0.5830,922.5,2.9193,1.41,0.67,4.3672,12.4942,8.5,10.5337,0.775,0.101,16.59,6.1140,1.5,3.2,8.2,3.7045,24,10.596,3.7,5.38,60417938.4,0.0013,0.4,1.9,21.34,20.20,0.83,6.1406,-3.92,0.4628,0.3,0.579,3.712,0.195,196580.4339,0.06,0.22,1.4318,1.31,3.5459,0.233,0.17,8.7364,2.0,0.15,6.3,0.0676,4.61,0.4197,5.68,3.3478,6.2933,420219.691,6.2541,18.100,2.57,0.2497,6013.578,3.797,0.354,0.1,4.67,0.73,2.81,0.136,4.5419,2.88,7.56,50.492,4.4612,3.1532,9.198,11.8,3.12,0.2,-8.1133,5.92,0.25,0.31,2627.2174,19.10
82,20.94,0.809,0.2,1.32,8.36,11.65,1.23,0.4871,10.613,0.8994,1.77,6.1,5.57,5.1,19.0,5.6492,1.25,154571.295,1.3,1.3943,4.8,3.434,0.0208,7.14,5.37,41.5,1.168,1297.8,6.44,5.5,102.6086,6.33,3.402,-16.3,7.8831,0.0096,631810415.5,513425851.863,0.8,2.567,22.2,5.0517,5.6,0.12,2.86,2.3,0.17,13.6308,33.477,31.30,0.691,83.1419,2.67,87.8,22.3,0.3787,9.7323,12296.64,24.4,2.57,13.267,0.124,6.281,6.9895,1.897,18.751,38.85,0.9481,2.461,0,1.1,0.15,5.6,3.12,12.5,11.14,22.1,-2.2964,0.159,0.468,0.382,4.791,6.6419,4.262,0.02,4.556,0.3,1.37,0.0395,0.788,293.0,5.914,12.2048,4.8434,6.11,3.3053,3.7135,4.477,0.7,6.1937,2.32,0.066,326.3331,3.8793,396.90,2.97,0.24,37.396,17.2036,0.18,0.4903,52.50,1.03,13972.8,8.172,0.03871,9.351,78.48,0.723,0.4050,3.6,3.6266,1.28,0.7,4.6001,0.4994,29.3,8.085,0.7,0.183,2.78,6.2090,4.8,2.6,7.4,4.121,6,10.1865,2.3,7.53,0.0,0.0003,0.8,2.9,8.08,16.60,0.043,4.0162,5.54,0.4069,0.0,0.781,1.978,0.106,8.4193,0.11,0.36,19.5173,1.57,7.3172,0.079,120.906,4.9432,8.6,0.34,4.6,0.1157,5.15,0.2341,6.78,3.1764,12.2342,6.532,7.8423,5.320,2.44,0.2214,201.324,6.104,0.476,0.6,5.65,0.62,6.61,0.008,5.2588,1.99,7.15,56.76,19.5889,6.6573,6.086,9.8,2.48,0.6,-11.3172,5.37,0.33,0.41,956.8164,23.20
83,17.7,0.059,0.7,1.05,-6.58,1.593,34.81,0.7512,-1.84,0.8851,0.81,6.1,4.67,6.6,37.8,2.952,1.588,0.001,2.2,2.3923,10.0,5.407,0.2439,13.28,6.22,24.1,0.914,342.4,6.42,7.6,278.187,6.24,3.3571,0.5,7.2691,0.0315,1.4,12.209,0.8,3.061,368.7,0.09,6.9,0.005,3.2,11.3,0.05,246874940.845,18.953,100.00,0.085,96.3269,4.37,80.6,12.82,0.5329,6.7505,1670121.38,-1.84,2.41,9.48,0.867,4.921,1.7985,35.936,3.882,30.35,0.9773,-3.1942,0,1.2,0.03,2.6,1.68,5.8,1.09,30.9,3.6456,0.549,0.575,0.185,6.007,6.8789,2.5405,0.33,1.096,0.9,1.47,0.3978,1.573,403.0,4.02,-7.9045,7.2022,4.78,1.548,4.4492,2.385,0.7,0.0227,2.22,0.513,3.5226,0.7518,341.60,2.81,0.14,26.6672,9.6725,0.66,-7.6019,0.00,16.187,0.2,6.7808,1.49632,9798.603,68761.44,5.759,0.8710,208.8,1.7488,1.77,0.65,4.8451,-0.8586,34.6,15.3164,0.767,0.115,13.65,5.4040,3.7,8.0,7.3,4.5606,5,10.1334,2.3,7.62,1074.2,32865.2831,0.2,2.2,8.53,14.70,0.136,4.9719,1.15,0.8814,0.3,0.679,2.972,0.289,11.9058,0.19,1.23,52.8801,1.98,1.5916,0.033,2.379,6.2279,2.2,0.6,3.5,0.1623,6.09,0.9003,5.25,3.601,13.0249,1.723,5.1369,19.580,2.03,0.0842,1553.105,5.105,0.051,0.5,0.21,0.95,6.11,0.7,4.7741,2.85,7.63,28.705,2.9724,6.8595,5.019,4.9,2.74,0.3,14.1933,6.03,0.55,0.08,228.7085,19.60
